,番号,先進医療技術名,都道府県,実施している医療機関の名称
K,31,治療抵抗性の子宮頸がんに対するシスプラチンによる閉鎖循環下骨盤内非均衡灌流療法　子宮頸がん（術後に再発したものであって、同時化学放射線療法に不応かつ手術が不能なものに限る。）,東京都,日本医科大学付属病院
K,32,ヒドロキシクロロキン療法　関節リウマチ（既存の合成抗リウマチ薬による治療でＤＡＳ28が二・六未満を達成できないものに限る。）,東京都,慶應義塾大学病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,東京都,慶應義塾大学病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,山口県,山口県立総合医療センター
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,山口県,独立行政法人 地域医療機能推進機構 徳山中央病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,-,-
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,京都府,独立行政法人国立病院機構京都医療センター
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,静岡県,順天堂大学医学部附属静岡病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,鹿児島県,鹿児島大学病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,神奈川県,川崎市立川崎病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,広島県,広島大学病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,香川県,香川大学医学部附属病院
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,熊本県,国立病院機構熊本医療センター
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,-,-
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,鹿児島県,鹿児島市立病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,京都府,京都第二赤十字病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,山口県,山口大学医学部附属病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,神奈川県,藤沢市民病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,三重県,三重大学医学部附属病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,東京都,昭和大学病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,神奈川県,横須賀共済病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,岡山県,岡山大学病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,京都府,京都第一赤十字病院 
K,33,水素ガス吸入療法　心停止後症候群（院外における心停止後に院外又は救急外来において自己心拍が再開し、かつ、心原性心停止が推定されるものに限る。）,東京都,国立国際医療研究センター病院 
K,34,トラスツズマブ静脈内投与及びドセタキセル静脈内投与の併用療法　乳房外パジェット病（HER2が陽性であって、切除が困難な進行性のものであり、かつ、術後に再発したもの又は転移性のものに限る。）,東京都,慶應義塾大学病院
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,東京都,国立がん研究センター中央病院
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,高知県,高知県・高知市病院企業団立　高知医療センター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,神奈川県,神奈川県立がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,新潟県,新潟県立がんセンター新潟病院
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,愛知県,愛知県がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,栃木県,地方独立行政法人栃木県立がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,愛媛県,独立行政法人国立病院機構四国がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,福岡県,独立行政法人国立病院機構九州がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,静岡県,静岡県立静岡がんセンター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,大阪府,独立行政法人国立病院機構大阪医療センター
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,大分県,大分大学医学部附属病院
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,埼玉県,埼玉県立がんセンター 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,石川県,国立大学法人金沢大学附属病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,大阪府,大阪医科大学附属病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,熊本県,熊本大学医学部附属病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,千葉県,国立研究開発法人　国立がん研究センター東病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,神奈川県,東海大学医学部付属病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,広島県,県立広島病院 
K,35,術後のカペシタビン内服投与及びオキサリプラチン静脈内投与の併用療法　小腸腺がん（ステージがI期、II期又はIII期であって、肉眼による観察及び病理学的見地から完全に切除されたと判断されるものに限る。）,東京都,杏林大学医学部付属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,大阪府,関西医科大学附属病院
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,北海道,北海道大学病院
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,滋賀県,滋賀医科大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,北海道,札幌医科大学附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,千葉県,医療法人社団誠馨会新東京病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,愛知県,名古屋大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,愛媛県,愛媛大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,宮城県,東北大学病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,神奈川県,公立大学法人　横浜市立大学附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,富山県,富山大学附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,大阪府,大阪市立大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,大阪府,近畿大学病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,島根県,島根大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,広島県,広島大学病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,徳島県,徳島大学病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,群馬県,群馬大学医学部附属病院 
K,36,Ｓ－１内服投与並びにパクリタキセル静脈内及び腹腔内投与の併用療法　膵臓がん（遠隔転移しておらず、かつ、腹膜転移を伴うものに限る。）,長野県,国立大学法人　信州大学医学部附属病院 
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,愛知県,名古屋大学医学部附属病院
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,福岡県,独立行政法人国立病院機構九州医療センター
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,栃木県,自治医科大学附属病院
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,神奈川県,関東労災病院
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,大阪府,地方独立行政法人大阪府立病院機構大阪国際がんセンター 
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,兵庫県,兵庫医科大学病院 
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,新潟県,新潟県立がんセンター新潟病院
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,東京都,帝京大学医学部附属病院
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,37,Ｓ－１内服投与、シスプラチン静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う初発の胃がん,-,-
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,千葉県,国立研究開発法人　国立がん研究センター東病院
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,愛知県,名古屋市立西部医療センター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,北海道,北海道大学病院
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,茨城県,筑波大学附属病院
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,静岡県,静岡県立静岡がんセンター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【陽子線治療を実施する施設】,兵庫県,兵庫県立粒子線医療センター 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,千葉県,国立研究開発法人　国立がん研究センター東病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,東京都,国立研究開発法人　国立がん研究センター中央病院
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,神奈川県,公立大学法人横浜市立大学附属市民総合医療センター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,大阪府,独立行政法人国立病院機構大阪医療センター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,静岡県,静岡県立静岡がんセンター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,福岡県,独立行政法人国立病院機構九州がんセンター
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,栃木県,地方独立行政法人栃木県立がんセンター 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,千葉県,千葉県がんセンター 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,東京都,帝京大学医学部附属病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,石川県,国立大学法人金沢大学附属病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,埼玉県,埼玉県立がんセンター 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,東京都,杏林大学医学部付属病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,大阪府,関西医科大学附属病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,神奈川県,神奈川県立がんセンター 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,兵庫県,神戸大学医学部附属病院 
K,38,陽子線治療　根治切除が可能な肝細胞がん（初発のものであり、単独で発生したものであって、その長径が三センチメートルを超え、かつ、十二センチメートル未満のものに限る。）【外科的治療を実施する施設】,栃木県,自治医科大学附属病院 
K,39,,-,-
K,40,シクロホスファミド静脈内投与及び自家末梢血幹細胞移植術の併用療法　全身性強皮症（ステロイド又は少なくとも一種類のステロイド以外の免疫抑制剤に抵抗性を有するものに限る。）,福岡県,九州大学病院
K,41,自家骨髄単核球移植による下肢血管再生治療　バージャー病（従来の治療法に抵抗性を有するものであって、フォンタン分類III度又はIV度のものに限る。）,京都府,京都府立医科大学附属病院
K,41,自家骨髄単核球移植による下肢血管再生治療　バージャー病（従来の治療法に抵抗性を有するものであって、フォンタン分類III度又はIV度のものに限る。）,神奈川県,公立大学法人　横浜市立大学附属病院 
K,41,自家骨髄単核球移植による下肢血管再生治療　バージャー病（従来の治療法に抵抗性を有するものであって、フォンタン分類III度又はIV度のものに限る。）,東京都,日本医科大学付属病院 
K,41,自家骨髄単核球移植による下肢血管再生治療　バージャー病（従来の治療法に抵抗性を有するものであって、フォンタン分類III度又はIV度のものに限る。）,広島県,広島大学病院 
K,41,自家骨髄単核球移植による下肢血管再生治療　バージャー病（従来の治療法に抵抗性を有するものであって、フォンタン分類III度又はIV度のものに限る。）,福岡県,久留米大学病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,横浜市立市民病院
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,北海道,独立行政法人　地域医療機能推進機構　北海道病院
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,青森県,弘前大学医学部附属病院
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,公立大学法人横浜市立大学附属市民総合医療センター
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,北里大学病院
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,京都府,独立行政法人国立病院機構京都医療センター
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,長崎県,国立大学法人　長崎大学病院
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,宮城県,一般財団法人　厚生会　仙台厚生病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,愛知県,名古屋第一赤十字病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,長崎県,"独立行政法人国立病院機構　長崎医療センター 
  "
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,新潟県,新潟県立がんセンター新潟病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,兵庫県,神戸市立医療センター中央市民病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,岡山県,岡山赤十字病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,福岡県,九州大学病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,栃木県,自治医科大学附属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,千葉県,千葉大学医学部附属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,福岡県,久留米大学病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,東京都,帝京大学医学部附属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,神奈川県立がんセンター 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,聖マリアンナ医科大学病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,愛知県,藤田医科大学病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,三重県,松阪市民病院 
